"word";"F"
". Puis reviens ici . Et on en reparle .";2
". Puis un jour il a voulu viser trop haut :";2
". Que faut -il retenir de cette série , alors ?";2
". Quelques fois il laisse percevoir des réflexes totalement puérils .";2
". Rester sur sa fin Jusqu' à la saison 6 .";2
". Robot , c' est du suspense et du drame .";2
". Robot "" débarque ( enfin ) sur nos écrans .";2
". Robot apparaît comme une série intrigante et particulièrement originale .";2
". Robot comme Durden constituent l' archétype du type cool .";2
". Robot ne hack pas le monde des séries télé .";2
". Robot se démarque , c' est dans son détachement .";2
". Sa compréhension dépend de la façon de l’ interpréter .";2
". Saison 1 : C’ est un secret de polichinelle :";2
". Supériorité technologique ? ? ?";2
". Surtout le contraste avec les saisons précédentes est flagrant .";2
". The man in the high castle c' est quoi ?";2
". Tiré du livre du même nom de Philip K .";2
". Tout est un travail d' observation et de déduction .";2
". Un bijou auditif qui nous touche et nous envoute .";2
". Un des attraits de la série concerne les protagonistes .";2
". Un deuxième tour de piste qui gagne en puissance .";2
". Une belle réalisation , très sombre et assez épurée .";2
". Une profusion d' informations pour masquer le vide ambiant .";2
". Un melting-pot de ce qui marche en ce moment .";2
". VERDICT : Scénario : 5 / 5 Ambiance visuelle :";2
". Voilà . Je tiens à soulever un bon point :";2
". Voili voilou je crois que j' ai tout dit .";2
". Vraiment , je m' attendais à une révélation gigantesque !";2
". whaouu 1er épisode à la hauteur de mes attentes :";2
"^ ) s01e02 pas d' intrigue propre pour cet épisode .";2
"' et son côté protecteur / jaloux envers Jan Di .";2
""" , la saison a quand même nombre de faiblesses :";2
""" . [ Critique écrite en 2011 ] Saison 3 :";2
""" . Mais la recette ne fait le chef cuisinier .";2
""" chaîne "" en recherche de temps de cerveau disponible .";2
""" Comment vous faisiez sans moi pour résoudre une enquête ?";2
""" déjà-vu "" . Tout n' est pas franchement mauvais .";2
""" en annulant toutes les dettes particulières , entre autres .";2
""" Et si on avait perdu la seconde guerre mondiale ?";2
""" Fight Club "" ? Connais pas .";2
""" fixes "" rajoute beaucoup d' intensités aux scènes ) !";2
""" geeks "" ( et au sens cultivé du terme !";2
""" hack en cours . .";2
""" individuelles "" qui constituent toujours 80 % du contenu :";2
""" la télé , c' est que de la télé !";2
""" Mais comment vivre normalement quand on est un monstre ?";2
""" merde , il faudrait bien passer la deuxième "" .";2
""" oooooooooh "" ) . Parce que c' est mignon :";2
""" Papa "" et "" Maman "" d' un bébé .";2
""" Patrick Jane "" . Spoil :";2
""" Playstation "" ne passera malheureusement pas son deuxième round .";2
""" série TV "" et permet d' étoffer l' univers .";2
""" sont exposés selon les critères bien pensants des auteurs .";2
""" terrible "" que ça , juste une simple dictature .";2
""" The Heirs "" , qui est mon premier drama .";2
""" vous l' avez ? vous l' avez ?";2
""" zone neutre "" . .";2
"« Evil Corp » . Même son patron le dit .";2
"« grand public » , c’ est-à-dire selon le schéma :";2
"« Je suis fou . C’ est une illusion .";2
"« Le Saumon du doute » est une œuvre posthume .";2
"« méchants » de l’ histoire ( c’ est rare !";2
"« mignon » et « adorable » à la bouche .";2
"» ( Bien Gore , merci Wolfe ) En bref :";2
"» ou nous offrent des éléments de compréhension sur lui .";2
"» sur à peu près tout , même la nourriture .";2
"( annonce officielle récente d' annulation , selon wikipedia ) .";2
"( a partir de l' épisode 9 je dirais ) .";2
"( Beaucoup de SPOILERS dans cette critique ) Quelle claque !";2
"( California Bureau of Investigation ) à résoudre les enquêtes .";2
"( celle des chaussures pleines de sables par exemple ) .";2
"( comme on peut le voir dans le trailer ) .";2
"( de son propre esprit , en l’ occurrence ) .";2
"( en général ) bons , la musique est excellente .";2
"( en tout cas chez moi ça marche bien ) .";2
"( environ 5 ) et vous les aurez tous vus .";2
"( épisodes 7 à 10 ) est un régal perpétuel !";2
"( et dont l' acteur mérite entièrement votre respect ) .";2
"( Kim Hyeon Ju ) , est ma deuxième préférée .";2
"( l' auteur de Dexter ) , beaucoup d' incohérences .";2
"( plus ou moins selon les cas bien entendu ) .";2
"( pour ne pas citer le plus compliqué ) par :";2
"( qui remplace un livre dans l’ oeuvre original ) .";2
"( Robin Tunney ) lorsqu’ il franchit la ligne jaune !";2
"( sushi ? pizza ? Nutella ?";2
"( trop ) populaire , Patrick Jane est un mentaliste .";2
") , bourreaux inquisiteurs , sont dépeints de façon travaillée .";2
") , en faisant finalement un protagoniste à part entière .";2
") , et je vois la fameuse bande "" Mr .";2
") , et même la fille dont il est amoureux .";2
") , et surtout il y a cette aberration absolue :";2
") , la mise en scène , la provocation perpétuelle .";2
") , merveilleuse médium qui met Jane hors de lui .";2
") , on est face à un ton profondément British .";2
") , on mélange et on a ce résultat imbuvable .";2
") , Tom Hardy et son père Edward Chips Hardy .";2
") ... au cours du premier tiers de la saison !";2
") . [ Critique écrite en 2016 ] Saison 2 :";2
") . Bah ça ne me suffit pas du tout .";2
") ainsi que pour toute l’ ambiance de son univers .";2
") avec en rôles titres Samuel Barnett et Elijah Wood .";2
") c' est également une vieille histoire qui refait surface .";2
") en un film dans un film dans la série .";2
") ET C' EST PAS LA MEILLEURE SÉRIE DU MONDE .";2
") et il n' y en aura pas des tonnes .";2
") et maitrisant l’ art du mentalisme à la perfection .";2
") et n' engagent guère à vouloir embrasser leur révolution .";2
") et une myriade de seconds et troisièmes rôles fabuleux .";2
") Héros solitaire et amour impossible , c' est fait .";2
") mais qui peine à cacher son manque de rythme .";2
") manque de légèreté et de folie dans son jeu .";2
") nous parle dès qu' il est dans le doute .";2
") pour éviter une guerre que les deux nations veulent .";2
") Smith et son évolution au fil de la saison .";2
") Un personnage insupportablement perspicace dans une série absolument hérocentrée .";2
"] Saison 2 : La saison 2 de "" Mr .";2
"\ DÉBUT SPOILER ! Qu' -ce qu' il se passe ?";2
"% des plus riches du monde qui rule Da Wolrd .";2
"> des rebondissements - > le véritable coupable est trouvé .";2
"1 , et c' est principalement la déception qui parle .";2
"1 , et en fait sa copine par la suite .";2
"1 : Fight Club , Fight Club et Fight Club .";2
"1 ) Le maître du haut château - Philip K .";2
"1 ) On adore ou on déteste les séries britanniques .";2
"10 . Ah pardon . hm .";2
"10 . La série retombe un peu dans ses bases .";2
"100é épisode de Mentalist . Cho revoit Summer .";2
"10 épisodes pour bien appréhender le monde de MitHC ) .";2
"1941 , ils perdent toute leur flotte à Pearl Harbor .";2
